message_id;original_message_id;summary_line_number;cluster;subject;source_tag;specialist;summary;texto_limpo;decisao;justificativa;
sellside-e47eebbb-8213-4e6e-ba42-3e7440dfa562__line_0003;sellside-e47eebbb-8213-4e6e-ba42-3e7440dfa562;3;412;"USA: Core Producer Prices Mixed; Initial Claims Somewhat Above Expectations; Estimating 0.20% for July Core PCE";us_macro_economy;inflation/post-release-comment;- **The PPI components that feed PCE came in net softer than expected.** Domestic airfares fell 3.0% and the PCE-relevant medical care categories were weak, implying only a ~0.13% rise in PCE medical care services. This softness is the reason the core PCE estimate was trimmed.;- **the ppi components that feed pce came in net softer than expected.** domestic airfares fell 3.0% and the pce-relevant medical care categories were weak, implying only a ~0.13% rise in pce medical care services. this softness is the reason the core pce estimate was trimmed.;util;;
sellside-16c55a0f-87fc-4551-b97b-4f95f90cf33b__line_0005;sellside-16c55a0f-87fc-4551-b97b-4f95f90cf33b;5;412;"USA: January PPI Increases by More Than Expected but PCE-Relevant Components Slightly Below Expectations; Estimating 0.38% for January Core PCE";us_macro_economy;inflation/qualitative-research;"- PCE-relevant PPI components came in slightly below [REDACTED]'s expectations, despite the firm headline core; passenger airfares +2.6% and health care +0.3%.";"- pce-relevant ppi components came in slightly below 's expectations, despite the firm headline core; passenger airfares +2.6% and health care +0.3%.";util;;
sellside-7a19ba14-ba57-48aa-aa72-c21e3dd74a5a__line_0003;sellside-7a19ba14-ba57-48aa-aa72-c21e3dd74a5a;3;412;"USA: PPI Below Expectations; Estimating 0.08% for March Core PCE";us_macro_economy;inflation/post-release-comment;- **The PPI components that feed directly into core PCE were soft.** Passenger airfares fell 4.0% on the month (seasonally adjusted by [REDACTED]), while portfolio management prices rose only 0.2%. The medical care categories relevant for PCE were also weak â€” combining CPI, PPI, and interim PPI data, the note estimates a 0.06% decline in the PCE medical care services category for March.;- **the ppi components that feed directly into core pce were soft.** passenger airfares fell 4.0% on the month (seasonally adjusted by ), while portfolio management prices rose only 0.2%. the medical care categories relevant for pce were also weak â€” combining cpi, ppi, and interim ppi data, the note estimates a 0.06% decline in the pce medical care services category for march.;util;;
sellside-9ee7ee10-302c-4679-9c42-2e26876bfd22__line_0012;sellside-9ee7ee10-302c-4679-9c42-2e26876bfd22;12;413;US Week Ahead: January 12 â€“ January 18;us_macro_economy;generic/context-analysis;Unpacked. **The week's signal hinges on Tuesday's CPI, where [REDACTED] reads December core at +0.35% MoM â€” above the +0.3% consensus â€” largely because prior months were artificially depressed by delayed and missed data collection rather than because underlying inflation is reaccelerating.** The forecast stacks a +0.10pp rebound in categories that normally discount heavily in late November, a +0.07pp recovery from October metros where prices are collected only every other month, and a +0.07pp tariff impulse in exposed goods like recreation. On a rounded basis this lifts core YoY by 0.2pp to 2.8%.;unpacked. **the week's signal hinges on tuesday's cpi, where reads december core at +0.35% mom â€” above the +0.3% consensus â€” largely because prior months were artificially depressed by delayed and missed data collection rather than because underlying inflation is reaccelerating.** the forecast stacks a +0.10pp rebound in categories that normally discount heavily in late november, a +0.07pp recovery from october metros where prices are collected only every other month, and a +0.07pp tariff impulse in exposed goods like recreation. on a rounded basis this lifts core yoy by 0.2pp to 2.8%.;util;;
sellside-ac83d7fc-88f1-4038-a9e7-21c2b8abba70__line_0012;sellside-ac83d7fc-88f1-4038-a9e7-21c2b8abba70;12;413;US Week Ahead: October 20 - October 26;us_macro_economy;generic/release-expectations;**Tariffs add an estimated +0.07pp to core, concentrated in the categories most exposed â€” communication, household furnishings, and recreation.** That upward pressure is offset by cooling shelter after August's jump: primary rent decelerates to +0.25% from +0.30%, and OER to +0.26% from +0.38%. On the headline, food (+0.25%) and energy (+1.5%) lift the print to +0.33%.;**tariffs add an estimated +0.07pp to core, concentrated in the categories most exposed â€” communication, household furnishings, and recreation.** that upward pressure is offset by cooling shelter after august's jump: primary rent decelerates to +0.25% from +0.30%, and oer to +0.26% from +0.38%. on the headline, food (+0.25%) and energy (+1.5%) lift the print to +0.33%.;util;;
sellside-c0090018-6632-4411-a12d-f3d378868bff__line_0007;sellside-c0090018-6632-4411-a12d-f3d378868bff;7;413;US Week Ahead: May 12 â€“ May 18;us_macro_economy;generic/context-analysis;- **Shelter disinflation resumes** after March's pickup: OER is seen decelerating to +0.28% (from +0.40%) and primary rent to +0.29% (from +0.33%), a key downward force on core.;- **shelter disinflation resumes** after march's pickup: oer is seen decelerating to +0.28% (from +0.40%) and primary rent to +0.29% (from +0.33%), a key downward force on core.;util;;
sellside-b6e3b680-7dc3-4bbf-a739-e89e614ac231__line_0012;sellside-b6e3b680-7dc3-4bbf-a739-e89e614ac231;12;414;US Economics Analyst: 2026 Consumer Outlook: Solid Growth Supported by a Fiscal Boost;us_macro_economy;generic/qualitative-research;"- [REDACTED] downplays rising consumer and auto loan delinquencies as a spending risk, attributing them to inadvertently risky lending years ago rather than weak finances; rates have stabilized and are normalizing on recent vintages.";"- downplays rising consumer and auto loan delinquencies as a spending risk, attributing them to inadvertently risky lending years ago rather than weak finances; rates have stabilized and are normalizing on recent vintages.";util;;
sellside-4d2301ad-a4bc-44a8-b36d-42b47a4b5bd4__line_0011;sellside-4d2301ad-a4bc-44a8-b36d-42b47a4b5bd4;11;414;US Economics Analyst: 2026 US Economic Outlook: Solid Growth, Low Inflation, Shaky Labor Market;us_macro_economy;generic/context-analysis;- **Consumer spending steady at ~2.2%**, supported by tax cuts, real wage gains, and an equity-driven wealth effect â€” but uneven, weakest at the low end (immigration, spending cuts) and firmer in the middle and top.;- **consumer spending steady at ~2.2%**, supported by tax cuts, real wage gains, and an equity-driven wealth effect â€” but uneven, weakest at the low end (immigration, spending cuts) and firmer in the middle and top.;util;;
sellside-b0111103-13ea-4e02-9e62-a2ab11781c4d__line_0004;sellside-b0111103-13ea-4e02-9e62-a2ab11781c4d;4;414;US Economics Analyst: 10 Questions for 2026;us_macro_economy;generic/context-analysis;"- The wage growth tracker is at 3.5%, down from a near-6% 2022 peak, with survey expectations at or below that rate; productivity growth is running at 2% this cycle.";"- the wage growth tracker is at 3.5%, down from a near-6% 2022 peak, with survey expectations at or below that rate; productivity growth is running at 2% this cycle.";util;;
sellside-b4608767-596f-460e-8ab7-f03005ea8037__line_0016;sellside-b4608767-596f-460e-8ab7-f03005ea8037;16;415;US Economics Analyst: Services Inflation: Are We Still on Track? (Peng);us_macro_economy;inflation/qualitative-research;- Healthcare is seen staying firm at roughly 2.7% through 2025 and edging to 2.8% in 2026, kept ~1pp above its pre-pandemic rate by slow, contract-lagged catch-up to pandemic cost increases.;- healthcare is seen staying firm at roughly 2.7% through 2025 and edging to 2.8% in 2026, kept ~1pp above its pre-pandemic rate by slow, contract-lagged catch-up to pandemic cost increases.;util;;
sellside-b6e3b680-7dc3-4bbf-a739-e89e614ac231__line_0004;sellside-b6e3b680-7dc3-4bbf-a739-e89e614ac231;4;415;US Economics Analyst: 2026 Consumer Outlook: Solid Growth Supported by a Fiscal Boost;us_macro_economy;generic/qualitative-research;- Tariff effects have added an estimated 0.5pp to inflation so far, with another 0.3pp expected over the next six months as passthrough continues before fading.;- tariff effects have added an estimated 0.5pp to inflation so far, with another 0.3pp expected over the next six months as passthrough continues before fading.;util;;
sellside-b0111103-13ea-4e02-9e62-a2ab11781c4d__line_0009;sellside-b0111103-13ea-4e02-9e62-a2ab11781c4d;9;415;US Economics Analyst: 10 Questions for 2026;us_macro_economy;generic/context-analysis;- Tariff passthrough is largely spent â€” most impact lands within five months of implementation, so core goods inflation should fall toward its modestly negative pre-pandemic pace.;- tariff passthrough is largely spent â€” most impact lands within five months of implementation, so core goods inflation should fall toward its modestly negative pre-pandemic pace.;util;;
sellside-fe7d2d0c-1777-44e9-9463-e37abc4b65f7__line_0006;sellside-fe7d2d0c-1777-44e9-9463-e37abc4b65f7;6;416;US Week Ahead: August 25 - August 31;us_macro_economy;generic/context-analysis;"Drivers. - Durable goods orders forecast to fall another 5% in July after -9% in June, driven by continued normalization in commercial aircraft orders following the May spike; core capital goods orders seen down 0.2% on contractionary July manufacturing surveys.";"drivers. - durable goods orders forecast to fall another 5% in july after -9% in june, driven by continued normalization in commercial aircraft orders following the may spike; core capital goods orders seen down 0.2% on contractionary july manufacturing surveys.";util;;
sellside-bc5ba2a9-14b2-40c3-b70a-c32f305face8__line_0015;sellside-bc5ba2a9-14b2-40c3-b70a-c32f305face8;15;416;US Week Ahead: October 27 â€“ November 2;us_macro_economy;generic/context-analysis;"On Monday's durable goods, orders are seen up 1.0% on a jump in commercial aircraft, while the ex-transportation and core capital goods measures are much softer (+0.2% and +0.1%). The core orders figure reflects better new-orders readings in manufacturing surveys against likely payback for the outsized prior month; core shipments are seen at +0.2%.";"on monday's durable goods, orders are seen up 1.0% on a jump in commercial aircraft, while the ex-transportation and core capital goods measures are much softer (+0.2% and +0.1%). the core orders figure reflects better new-orders readings in manufacturing surveys against likely payback for the outsized prior month; core shipments are seen at +0.2%.";util;;
sellside-2920f1b7-5be8-4e4f-aa07-88eea2cd3f5c__line_0012;sellside-2920f1b7-5be8-4e4f-aa07-88eea2cd3f5c;12;416;US Week Ahead: February 16 â€“ February 22;us_macro_economy;generic/release-expectations;"- **+0.3%** ex-transportation (in line); **+0.3%** core capital goods orders (consensus +0.4%); **+0.3%** core capital goods shipments (consensus +0.1%).";"- **+0.3%** ex-transportation (in line); **+0.3%** core capital goods orders (consensus +0.4%); **+0.3%** core capital goods shipments (consensus +0.1%).";util;;
